Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.8506879777854633594563157717,0.850687977785463,0.815679918645403,0.850687977785463,0.815679918645403,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,449712.2
0.02,0,0.7443351945425426982880918298,0.744335194542543,0.709327135402483,0.744335194542543,0.709327135402483,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,899424.3
0.03,0,0.6916061655671292426507793242,0.691606165567129,0.656598106427069,0.691606165567129,0.656598106427069,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,1349136
0.04,0,0.6577694714788687614155541180,0.657769471478869,0.622761412338809,0.657769471478869,0.622761412338809,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,1798849
0.05,0,0.6333565866032060507020952908,0.633356586603206,0.598348527463146,0.633356586603206,0.598348527463146,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,2248561
0.06,0,0.6145068472186368905077043143,0.614506847218637,0.579498788078577,0.614506847218637,0.579498788078577,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,2698273
0.07,0,0.5992917135509879659753647313,0.599291713550988,0.564283654410928,0.599291713550988,0.564283654410928,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,3147985
0.08,0,0.5866192276642194273849212381,0.586619227664219,0.551611168524159,0.586619227664219,0.551611168524159,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,3597697
0.09,0,0.5802476517997617072982022238,0.580247651799762,0.545239592659702,0.580247651799762,0.545239592659702,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,4047410
0.10,0,0.5785351709552179971896281176,0.578535170955218,0.543527111815158,0.578535170955218,0.543527111815158,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,4497122
0.11,0,0.5783507376310251542600333097,0.578350737631025,0.543342678490965,0.578350737631025,0.543342678490965,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,4946834
0.12,0,0.5781668992515737435593350679,0.578166899251574,0.543158840111514,0.578166899251574,0.543158840111514,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,5396546
0.13,0,0.5779833222827759451530260035,0.577983322282776,0.542975263142716,0.577983322282776,0.542975263142716,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,5846258
0.14,0,0.5778003378668089900257093226,0.577800337866809,0.542792278726749,0.577800337866809,0.542792278726749,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,6295970
0.15,0,0.5776177786524091602173929679,0.577617778652409,0.542609719512349,0.577617778652409,0.542609719512349,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,6745683
0.16,0,0.5774358096302587194339702685,0.577435809630259,0.542427750490199,0.577435809630259,0.542427750490199,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,7195394
0.17,0,0.5772540972974631167995058475,0.577254097297463,0.542246038157403,0.577254097297463,0.542246038157403,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,7645107
0.18,0,0.5770729728271282957886921908,0.577072972827128,0.542064913687068,0.577072972827128,0.542064913687068,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,8094820
0.19,0,0.5768922688986520784432047693,0.576892268898652,0.541884209758592,0.576892268898652,0.541884209758592,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,8544531
0.20,0,0.5767119843660246525251323432,0.576711984366025,0.541703925225964,0.576711984366025,0.541703925225964,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,8994244
0.21,0,0.5765322842577718252330859127,0.576532284257772,0.541524225117712,0.576532284257772,0.541524225117712,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,9443955
0.22,0,0.5763530012756086205026946480,0.576353001275609,0.541344942135548,0.576353001275609,0.541344942135548,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,9893668
0.23,0,0.5761741342956573064204414115,0.576174134295657,0.541166075155597,0.576174134295657,0.541166075155597,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,10343380
0.24,0,0.5759956822012925282132639887,0.575995682201293,0.540987623061232,0.575995682201293,0.540987623061232,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,10793090
0.25,0,0.5758176438830791614570702633,0.575817643883079,0.540809584743019,0.575817643883079,0.540809584743019,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,11242800
0.26,0,0.5760688955027463884681322899,0.576068895502746,0.541060836362686,0.576068895502746,0.541060836362686,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,11692520
0.27,0,0.5763200601997543333005142186,0.576320060199754,0.541312001059694,0.576320060199754,0.541312001059694,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,12142230
0.28,0,0.5765714692200681382075122055,0.576571469220068,0.541563410080008,0.576571469220068,0.541563410080008,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,12591940
0.29,0,0.5768229553153276353847727603,0.576822955315328,0.541814896175268,0.576822955315328,0.541814896175268,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,13041650
0.30,0,0.5770745174111631866950054906,0.577074517411163,0.542066458271103,0.577074517411163,0.542066458271103,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,13491370
0.31,0,0.5773261544400414407187955717,0.577326154440041,0.542318095299981,0.577326154440041,0.542318095299981,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,13941080
0.32,0,0.5775778653412097928304637491,0.57757786534121,0.54256980620115,0.57757786534121,0.54256980620115,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,14390790
0.33,0,0.5778298152277341477913800993,0.577829815227734,0.542821756087674,0.577829815227734,0.542821756087674,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,14840500
0.34,0,0.5780816707180733045219656780,0.578081670718073,0.543073611578013,0.578081670718073,0.543073611578013,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,15290210
0.35,0,0.5783337631056685808247181892,0.578333763105669,0.543325703965608,0.578333763105669,0.543325703965608,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,15739930
0.36,0,0.5785859251892456757402236733,0.578585925189246,0.543577866049186,0.578585925189246,0.543577866049186,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,16189640
0.37,0,0.5788381559411287278435286305,0.578838155941129,0.543830096801069,0.578838155941129,0.543830096801069,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,16639350
0.38,0,0.5790904543400918374407486756,0.579090454340092,0.544082395200032,0.579090454340092,0.544082395200032,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,17089060
0.39,0,0.5793428193713123285714380657,0.579342819371312,0.544334760231252,0.579342819371312,0.544334760231252,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,17538770
0.40,0,0.5795952500263129015801411803,0.579595250026313,0.544587190886253,0.579595250026313,0.544587190886253,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,17988490
0.41,0,0.5798479114700049504251153063,0.579847911470005,0.544839852329945,0.579847911470005,0.544839852329945,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,18438200
0.42,0,0.5801004703722680323123453214,0.580100470372268,0.545092411232208,0.580100470372268,0.545092411232208,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,18887910
0.43,0,0.5803532580775433146982594336,0.580353258077543,0.545345198937483,0.580353258077543,0.545345198937483,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,19337620
0.44,0,0.5806061074351380045730582205,0.580606107435138,0.545598048295078,0.580606107435138,0.545598048295078,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,19787340
0.45,0,0.5808590174675469043386018920,0.580859017467547,0.545850958327487,0.580859017467547,0.545850958327487,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,20237050
0.46,0,0.5811119872033095867056713038,0.58111198720331,0.546103928063249,0.58111198720331,0.546103928063249,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,20686760
0.47,0,0.5813650156769595749936385860,0.58136501567696,0.5463569565369,0.58136501567696,0.5463569565369,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,21136470
0.48,0,0.5816182680960710618581056778,0.581618268096071,0.546610208956011,0.581618268096071,0.546610208956011,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,21586180
0.49,0,0.5818715773399314220193639405,0.581871577339931,0.546863518199871,0.581871577339931,0.546863518199871,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,22035900
0.50,0,0.5821247762936846983789243547,0.582124776293685,0.547116717153624,0.582124776293685,0.547116717153624,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,22485610
0.51,0,0.5823783625166438788875490239,0.582378362516644,0.547370303376584,0.582378362516644,0.547370303376584,0,0,0,0,18.785954408161933366127562133,64.301633095113044589716865956,62.241076283723193787882393533,22935320
