Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.9239521712947788290650040562,0.923952171294779,0.886854530770061,0.923952171294779,0.886854530770061,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,297638.4
0.02,0,0.7999280264186182167503008592,0.799928026418618,0.7628303858939,0.799928026418618,0.7628303858939,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,595276.9
0.03,0,0.7387339030314637555323285378,0.738733903031464,0.701636262506746,0.738733903031464,0.701636262506746,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,892915.3
0.04,0,0.6995655673613510825939337833,0.699565567361351,0.662467926836633,0.699565567361351,0.662467926836633,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,1190554
0.05,0,0.6713529111123883508892032367,0.671352911112388,0.634255270587671,0.671352911112388,0.634255270587671,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,1488192
0.06,0,0.6495952027479793953395740903,0.64959520274798,0.612497562223262,0.64959520274798,0.612497562223262,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,1785831
0.07,0,0.6320488281787542103381262816,0.632048828178754,0.594951187654036,0.632048828178754,0.594951187654036,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,2083469
0.08,0,0.6174450138411354090530308458,0.617445013841136,0.580347373316418,0.617445013841136,0.580347373316418,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,2381108
0.09,0,0.6050015643887271849421270974,0.605001564388727,0.56790392386401,0.605001564388727,0.56790392386401,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,2678746
0.10,0,0.5942045724274889558065012703,0.594204572427489,0.557106931902771,0.594204572427489,0.557106931902771,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,2976384
0.11,0,0.5846996167386960970613802318,0.584699616738696,0.547601976213978,0.584699616738696,0.547601976213978,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,3274023
0.12,0,0.5762326864390690894025516389,0.576232686439069,0.539135045914352,0.576232686439069,0.539135045914352,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,3571661
0.13,0,0.5686163100553270787268572575,0.568616310055327,0.531518669530609,0.568616310055327,0.531518669530609,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,3869300
0.14,0,0.5617080089121611825952371350,0.561708008912161,0.524610368387443,0.561708008912161,0.524610368387443,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,4166938
0.15,0,0.5553975199198996099692227185,0.5553975199199,0.518299879395182,0.5553975199199,0.518299879395182,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,4464577
0.16,0,0.5495974174914297567683099000,0.54959741749143,0.512499776966712,0.54959741749143,0.512499776966712,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,4762215
0.17,0,0.5442381714362773173702815898,0.544238171436277,0.50714053091156,0.544238171436277,0.50714053091156,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,5059854
0.18,0,0.5392627039911054246832548896,0.539262703991106,0.502165063466388,0.539262703991106,0.502165063466388,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,5357492
0.19,0,0.5346240663820830141223633397,0.534624066382083,0.497526425857365,0.534624066382083,0.497526425857365,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,5655130
0.20,0,0.5302832761274504665118497305,0.530283276127451,0.493185635602733,0.530283276127451,0.493185635602733,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,5952769
0.21,0,0.5262076098700548918023811626,0.526207609870055,0.489109969345337,0.526207609870055,0.489109969345337,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,6250407
0.22,0,0.5223692051209665758712828255,0.522369205120967,0.485271564596249,0.522369205120967,0.485271564596249,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,6548046
0.23,0,0.5187442762528386016828312673,0.518744276252839,0.481646635728121,0.518744276252839,0.481646635728121,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,6845684
0.24,0,0.5153121545508589812659295931,0.515312154550859,0.478214514026141,0.515312154550859,0.478214514026141,0,0,0,0,19.743562730995042962758744395,39.612040957083793851961877302,38.618886977831258049459692258,7143322
